timestamp,pdf_name,error
2025-07-03T00:46:48.887585,BSS138PW_Nexperia_82_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:50.210172,TPS2065DGNR-1_TexasInstruments_228_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:51.578303,SMBT3904S_InfineonTechnologiesAG_64_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:52.905577,XR16M2751IM48-F_ExarCorporation_10_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:54.335527,TPS2561DRCT_TexasInstruments_244_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:55.623690,MAX20416ATGD_slash_V+T__AnalogDevicesInc_65_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:57.031974,98424-G52-06ALF_AmphenolCommunicationsSolutions_42_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:58.491565,TPS51640ARSLT_TexasInstruments_9_componentsearchengine.pdf,Connection error.
2025-07-03T00:46:59.780654,74HC595T16_DIODES_0_alldatasheet.pdf,Connection error.
2025-07-03T00:47:01.123326,BSS123N_Infineon_73_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:02.370753,DS1080LU+T_MAXIM_0_alldatasheet.pdf,Connection error.
2025-07-03T00:47:03.676655,SC32S-7PF20PPM_SeikoSemiconductors_211_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:04.885601,74AUP1G07GW_NXP_2_alldatasheet.pdf,Connection error.
2025-07-03T00:47:06.274254,853S014AGILF_RenesasElectronics_23_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:07.597162,TPS61165DRVT__TexasInstruments_29_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:09.010787,NIS5132MN1TXG_onsemi_61_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:10.346162,LMC6484AIMX_slash_NOPB__TexasInstruments_51_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:11.782482,AT25256B-SSHL-T_Microchip_12_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:13.119168,PA5001.102NLT_PulseElectronics_103_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:14.475342,5PB1104PGGI8_IDT_0_alldatasheet.pdf,Connection error.
2025-07-03T00:47:15.849679,DS1731U+_AnalogDevices_0_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:17.033523,2N7002K_FORMOSA_16_alldatasheet.pdf,Connection error.
2025-07-03T00:47:18.243777,MAX811REUS_MaximIntegratedProducts_479_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:19.538850,74AUP1G08GW-Q100_NEXPERIA_0_alldatasheet.pdf,Connection error.
2025-07-03T00:47:20.865580,TMP100NA_slash_3K__TexasInstruments_20_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:22.339551,PMBT3904YS_Nexperia_156_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:23.806194,FDMS7572S_FairchildSemiconductorCorporation_234_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:25.064525,TPS54540BQDDARQ1_TexasInstruments_3_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:26.530786,AT24C02BN-SH-T_Microchip_13_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:27.896026,BQ27421YZFR-G1A_TexasInstruments_58_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:29.269145,744325550_WURTH_4_alldatasheet.pdf,Connection error.
2025-07-03T00:47:30.583707,OPA2340UA_TexasInstruments_97_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:31.897911,"PCA9555BS,118_NXP_59_componentsearchengine.pdf",Connection error.
2025-07-03T00:47:33.264225,2N7002K_ONSEMI_4_alldatasheet.pdf,Connection error.
2025-07-03T00:47:34.558832,74HC175D_TOSHIBA_1_alldatasheet.pdf,Connection error.
2025-07-03T00:47:35.924714,AP22804AM8-13_DiodesIncorporated_3_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:37.314240,TPS51216RUKT_TexasInstruments_2_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:38.657894,TCAN334D_TexasInstruments_180_componentsearchengine.pdf,Connection error.
2025-07-03T00:47:39.994098,QS3VH257PAG8_RenesasElectronics_179_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:01.640830,74AUP1G07GW_PHILIPS_3_alldatasheet.pdf,Connection error.
2025-07-03T00:51:04.310217,MC74ACT244DTR2G_RochesterElectronicsLLC_493_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:07.524455,MC33CD1020AESR2_NXP_492_componentsearchengine.pdf,Connection error.
2025-07-03T00:51:10.078157,TPS73701DRVR_TexasInstruments_53_componentsearchengine.pdf,Connection error.
